st_reg_id,st_source_url,st_sci_title,,drugs_tested,drug_classes,classification,confidence,reason_proof,n_drugs,n_drug_rows
ChiCTR2200060693,http://www.chictr.org.cn/showproj.aspx?proj=171337,"A Prospective, Multi-center, Randomized, Controlled Clinical Trial to Evaluate the Effectiveness and Safety of Hydrogenâ€""Oxygen Generator with Nebulizer for Rehabilitation Treatment of Dysfunctions in Discharged Patients Who Are Previously Hospitalized due to 2019 Novel Coronavirus Pneumonia (COVID-19)",yes,"['other', 'oxygen']","['Other symptomatic & supportive agents', 'Respiratory & hemodynamic support']",Long COVID / PASC (Probable),Low,Title includes both acute and recovery terms (matched \bhospitali[sz]ed\b and \brehabilitation\b); likely post-acute/rehab—needs review.,2,2
CTIS2024-510790-19-00,,"Randomized, double-blind, placebo-controlled trial of the efficacy and safety of tianeptine in the treatment of covid fog symptoms in patients after COVID-19 with the study of the pathophysiology of the phenomenon using positron emission tomography, biochemical, immunological and electrophysiological parameters (COVMENT). - ABM/COVMENT/2021",yes,,,Long COVID / PASC (Probable),Moderate,Title suggests post-acute course (matched \bafter (covid|covid-19|sars-cov-2)\b) and mentions COVID; no acute-phase markers detected.,0,0
ChiCTR2300069795,https://www.chictr.org.cn/showproj.html?proj=192487,Clinical study on comprehensive treatment of olfactory dysfunction after COVID-19 infection,yes,"['corticosteroids (unspecified)', 'oxygen']","['Respiratory & hemodynamic support', 'Systemic corticosteroids']",Long COVID / PASC (Probable),Moderate,Title suggests post-acute course (matched \bafter (covid|covid-19|sars-cov-2)\b) and mentions COVID; no acute-phase markers detected.,2,2
ChiCTR2300070565,https://www.chictr.org.cn/showproj.html?proj=195604,"A randomized, controlled trial of intermittent hypoxia exposure for treatment of COVID-19 patient's recovery",yes,['oxygen'],['Respiratory & hemodynamic support'],Long COVID / PASC (Probable),Moderate,Title suggests post-acute course (matched \brecovery\b) and mentions COVID; no acute-phase markers detected.,1,1
ChiCTR2300070923,https://www.chictr.org.cn/showproj.html?proj=193152,Effects of hyperbaric oxygen combined with incentive spirometer on pulmonary dysfunction after COVID-19 infection,yes,['oxygen'],['Respiratory & hemodynamic support'],Long COVID / PASC (Probable),Moderate,Title suggests post-acute course (matched \bafter (covid|covid-19|sars-cov-2)\b) and mentions COVID; no acute-phase markers detected.,1,1
EUCTR2022-004166-37-AT,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2022-004166-37,Hyperbaric oxygenation for patients with orthostatic dysregulation (postural orthostatic tachycardia) in Long- COVID. Prospectively randomized cross- over study.,yes,['oxygen'],['Respiratory & hemodynamic support'],Long COVID / PASC (Probable),Moderate,Title suggests post-acute course (matched \bpostural orthostatic tachycardia\b|\bpots\b) and mentions COVID; no acute-phase markers detected.,1,1
IRCT20090117001556N138,http://en.irct.ir/trial/57828,Investigating the effect of Famotidine on cognitive and behavioral dysfunctions induced by COVID-19: A randomized double blind and placebo controlled clinical trial,yes,['famotidine'],['Vitamins & supplements'],Long COVID / PASC (Probable),Moderate,Title suggests post-acute course (matched \bcognitive\b) and mentions COVID; no acute-phase markers detected.,1,1
JPRN-jRCT2031220510,https://jrct.niph.go.jp/latest-detail/jRCT2031220510,Drug repositioning of donepezil for the treatment of COVID-19 sequelae.  Repositioning for the treatment of psychiatric symptoms,yes,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Probable),Moderate,Title suggests post-acute course (matched \bsequelae\b) and mentions COVID; no acute-phase markers detected.,1,1
NCT04725110,https://clinicaltrials.gov/show/NCT04725110,"Phase II Trial of Direct Topical Lung T3 Treatment to Improve Outcome & Sequelae of COVID-19 ARDS - A Multi-Site, Randomized, Double-blinded, Placebo-Controlled Clinical Trial",yes,['liothyronine'],['Other symptomatic & supportive agents'],Long COVID / PASC (Probable),Moderate,Title suggests post-acute course (matched \bsequelae\b) and mentions COVID; no acute-phase markers detected.,1,1
NCT05601180,https://clinicaltrials.gov/show/NCT05601180,"Interventional, Prospective, National, Multicentre, Randomised, Open-label, Controlled Clinical Study Comparing Two Parallel Groups, One Control Arm (Standard Treatment) Versus Intervention Arm (Standard Treatment + Study Product) Evaluating the Efficacy of RespicureÂ® 0.38% /0.38% (Resveratrol / Quercetin) Phytotherapy Product From BEKERÂ® Laboratories as an add-on Treatment in the Management of Respiratory Conditions Including Asthma (Partially Controlled),Chronic Obstructive Pulmonary Disease ""COPD"" (Stage A, B, C and D) and Long Coronavirus Disease ""COVID"" in Algerian Adult Patients .",yes,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Probable),Moderate,Title suggests post-acute course (matched \bchronic\b) and mentions COVID; no acute-phase markers detected.,1,1
NCT05715801,https://clinicaltrials.gov/show/NCT05715801,The Effects of Hyperbaric Oxygen Therapy on Brain Function in Patients With Cognitive Decline After COVID-19 Infection.,yes,['oxygen'],['Respiratory & hemodynamic support'],Long COVID / PASC (Probable),Moderate,Title suggests post-acute course (matched \bafter (covid|covid-19|sars-cov-2)\b) and mentions COVID; no acute-phase markers detected.,1,1
NCT05813587,https://clinicaltrials.gov/show/NCT05813587,"A Randomized, Double-blind, Placebo-controlled, Loaded Phase III Clinical Trial on the Efficacy and Safety of Mepozumab for Injection in the Treatment of COVID-19 Sequelae",yes,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Probable),Moderate,Title suggests post-acute course (matched \bsequelae\b) and mentions COVID; no acute-phase markers detected.,1,1
NCT06012552,https://clinicaltrials.gov/ct2/show/NCT06012552,"Randomized, Double-blind, Placebo-controlled Trial of the Efficacy and Safety of Tianeptine in the Treatment of Covid Fog Symptoms in Patients After COVID-19 With the Study of the Pathophysiology of the Phenomenon Using Positron Emission Tomography, Biochemical, Immunological and Electrophysiological Parameters.",yes,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Probable),Moderate,Title suggests post-acute course (matched \bafter (covid|covid-19|sars-cov-2)\b) and mentions COVID; no acute-phase markers detected.,1,1
NCT06208540,https://clinicaltrials.gov/ct2/show/NCT06208540,Persistent Olfactory and Gustatory Dysfunctions Due to Different SARS-CoV-2 Variants: Clinical Characteristics and Treatment,yes,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Probable),Moderate,Title suggests post-acute course (matched \bpersistent\b) and mentions COVID; no acute-phase markers detected.,1,1
NCT06383819,https://clinicaltrials.gov/ct2/show/NCT06383819,"Multicenter, Randomized, Double-blind, Placebo-controlled Parallel-group Study to Evaluate the Efficacy and Safety of Longidaza? for the Treatment of Patients With Residual Changes in the Lungs After COVID-19",yes,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Probable),Moderate,Title suggests post-acute course (matched \bafter (covid|covid-19|sars-cov-2)\b) and mentions COVID; no acute-phase markers detected.,1,1
NCT06610643,https://clinicaltrials.gov/ct2/show/NCT06610643,Extended Remdesivir Infusion Combined With Nirmatrelvir/Ritonavir for Persistent SARS-CoV-2 Infection in Immunocompromised Patients,yes,"['other', 'ritonavir (boosted, unspecified)']","['HIV antiretrovirals', 'Other symptomatic & supportive agents']",Long COVID / PASC (Probable),Moderate,Title suggests post-acute course (matched \bpersistent\b) and mentions COVID; no acute-phase markers detected.,2,2
NL-OMON54199,,COrticosteroids for COVID-19 induced loss of Smell - COCOS trial  <br>(AMENDMENT) - COCOS trial,,['prednisolone'],['Systemic corticosteroids'],Long COVID / PASC (Probable),Moderate,Title suggests post-acute course (matched \bdysgeusia\b|\banosmia\b|\bsmell\b|\btaste\b) and mentions COVID; no acute-phase markers detected.,1,1
RBR-107j3g4v,https://ensaiosclinicos.gov.br/rg/RBR-107j3g4v,Cholinergic stimulation with Pyridostigmine bromide in the treatment of fatigue secondary to SARS-Cov2 infection,yes,['pyridostigmine'],['Other symptomatic & supportive agents'],Long COVID / PASC (Probable),Moderate,Title suggests post-acute course (matched \bfatigue\b) and mentions COVID; no acute-phase markers detected.,1,1
RBR-3tpvp8t,http://ensaiosclinicos.gov.br/rg/RBR-3tpvp8t,"Photobiomodulation and B complex use in patients with taste disorders caused by COVID-19. In vivo, randomized and double-blind study",yes,['vitamin b'],['Vitamins & supplements'],Long COVID / PASC (Probable),Moderate,Title suggests post-acute course (matched \bdysgeusia\b|\banosmia\b|\bsmell\b|\btaste\b) and mentions COVID; no acute-phase markers detected.,1,1
